student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1022,19,Other,2.45,2.4,1.93,No,70.6,4.28,Fair,3,High School,Average,4,No,52.79
S1814,22,Male,2.71,3.35,1.99,No,73.86,7.76,Fair,5,High School,Average,2,No,49.3
S1345,18,Male,0.71,3.36,2.81,No,82.94,7.53,Fair,6,Bachelor,Poor,3,No,43.49
S1301,17,Male,2.2,1.48,1.54,Yes,81.47,6.66,Good,1,High School,Average,5,No,55.07
S1362,20,Female,1.26,4.48,3.22,No,100.0,7.25,Fair,1,Master,Poor,4,No,45.14
S1395,21,Male,2.76,2.54,2.93,No,95.66,7.84,Fair,1,High School,Good,6,No,61.88
S1217,17,Other,2.69,3.83,1.97,No,79.97,5.45,Fair,1,High School,Good,4,No,46.79
S1140,26,Male,3.33,3.67,3.39,No,90.58,7.44,Good,0,High School,Good,2,No,47.31
S1615,20,Female,3.81,5.75,2.21,No,69.77,8.92,Fair,1,Bachelor,Average,-1,No,62.34
S1957,18,Female,1.98,5.34,0.0,No,81.29,6.39,Good,8,High School,Average,3,No,56.94
S1209,23,Female,3.22,3.13,0.72,No,82.16,6.19,Poor,1,High School,Average,0,Yes,47.26
S1984,19,Male,2.78,4.31,2.48,No,81.76,6.08,Fair,-4,High School,Average,6,No,60.22
S1992,20,Male,2.19,0.46,1.1,No,59.88,5.55,Fair,3,Bachelor,Poor,6,No,55.1
S1622,19,Female,0.56,2.61,2.55,No,76.52,5.93,Fair,1,Bachelor,Average,7,Yes,33.12
S1615,21,Female,2.15,2.52,2.18,No,75.02,7.14,Fair,0,Bachelor,Average,6,No,46.03
S1827,19,Female,1.39,1.75,1.45,No,86.81,6.74,Good,2,Bachelor,Average,6,No,50.4
S1682,21,Female,2.62,4.72,0.62,No,80.12,7.27,Poor,4,None,Average,2,No,46.97
S1459,20,Female,2.37,2.86,2.01,Yes,96.27,7.27,Poor,3,High School,Good,3,No,53.72
S1355,13,Male,1.64,4.33,1.18,Yes,64.6,4.94,Good,4,High School,Average,4,No,45.54
S1323,22,Male,2.52,2.06,2.19,No,66.87,7.02,Good,1,Bachelor,Good,2,No,42.53
S1132,23,Female,1.54,2.51,1.47,Yes,86.48,9.8,Fair,3,Bachelor,Average,2,Yes,46.4
S1887,18,Male,1.5,4.71,1.05,No,70.97,8.3,Good,5,None,Poor,6,No,55.4
S1804,21,Female,2.65,3.02,2.34,Yes,76.33,4.88,Good,1,High School,Average,6,Yes,43.87
S1839,23,Male,2.16,4.33,1.16,No,84.11,7.33,Good,2,Master,Average,3,No,44.55
S1126,15,Male,4.15,2.66,0.49,Yes,71.06,4.29,Poor,2,High School,Poor,1,No,57.28
S1105,21,Male,2.46,3.68,1.85,Yes,78.68,7.55,Good,0,High School,Average,6,Yes,47.22
S1603,21,Female,1.61,2.91,1.06,No,64.0,7.37,Fair,3,None,Average,3,No,50.71
S1798,23,Female,2.13,4.38,1.46,No,89.22,8.24,Good,4,Bachelor,Average,3,No,51.28
S1377,21,Female,1.74,1.7,2.03,No,96.86,6.09,Good,1,High School,Poor,3,Yes,44.89
S1904,21,Female,0.0,0.27,3.18,Yes,87.28,4.41,Poor,1,High School,Poor,7,Yes,25.65
S1050,21,Female,0.0,4.21,3.1,No,90.5,9.01,Fair,1,Master,Good,3,Yes,24.9
S1028,24,Male,1.32,1.17,1.47,Yes,91.31,8.28,Good,3,High School,Poor,-2,Yes,39.65
S1461,21,Female,1.97,2.97,2.26,No,81.28,4.33,Fair,4,Master,Poor,-1,No,33.75
S1295,21,Female,3.51,2.13,1.38,No,91.5,7.56,Good,2,High School,Average,-2,No,52.14
S1296,18,Female,0.0,3.43,4.04,No,93.64,6.56,Fair,4,High School,Average,9,No,27.83
S1725,18,Female,0.88,2.52,1.8,No,87.02,8.02,Good,5,Bachelor,Average,8,No,53.63
S1778,19,Male,1.54,1.46,0.39,No,93.15,8.11,Good,3,Bachelor,Average,4,No,64.49
S1406,22,Female,3.69,5.51,1.06,No,67.19,8.54,Poor,4,Bachelor,Good,0,Yes,60.34
S1768,20,Female,3.61,2.84,0.0,No,85.66,6.27,Fair,4,High School,Poor,3,No,63.99
S1813,17,Female,3.53,2.76,1.06,No,82.51,6.45,Poor,1,High School,Average,2,No,62.19
S1612,24,Male,1.82,2.72,1.21,No,95.92,5.34,Fair,2,Master,Good,6,No,45.83
S1404,18,Male,0.92,2.33,1.55,Yes,78.76,6.75,Good,6,Bachelor,Average,2,Yes,39.15
S1345,18,Male,0.22,2.33,1.16,No,77.19,5.56,Fair,5,Bachelor,Poor,7,No,44.11
S1621,19,Female,3.7,4.08,2.0,No,86.13,6.55,Good,4,Master,Good,3,No,66.2
S1419,18,Male,2.62,3.4,0.0,No,81.0,6.75,Good,3,Master,Good,3,No,55.1
S1181,20,Male,1.73,0.43,2.02,Yes,80.89,7.2,Good,3,Bachelor,Average,8,No,54.85
S1982,19,Female,2.82,2.22,0.87,Yes,67.69,5.62,Fair,6,High School,Good,3,No,56.5
S1824,21,Other,2.25,2.28,1.07,No,75.89,6.04,Poor,3,None,Average,5,No,52.52
S1000,19,Female,3.76,3.13,2.37,No,96.21,5.44,Fair,4,Master,Average,-2,Yes,57.28
S1830,20,Female,0.81,3.66,2.44,No,71.19,8.72,Good,1,Bachelor,Good,4,No,31.56
S1949,22,Female,3.42,2.43,1.4,No,95.98,7.17,Fair,1,Bachelor,Good,3,No,60.79
S1566,21,Male,3.57,4.15,0.77,No,62.79,8.81,Poor,5,High School,Good,4,Yes,65.17
S1370,20,Male,2.17,3.28,2.97,Yes,91.4,6.81,Fair,1,High School,Average,4,Yes,44.79
S1935,16,Male,3.33,1.23,1.11,Yes,79.01,7.57,Poor,1,Master,Good,4,No,56.01
S1910,19,Male,3.53,2.58,0.15,No,82.84,5.44,Fair,2,None,Average,-3,No,45.49
S1660,21,Female,1.56,0.91,3.27,No,74.2,5.58,Good,0,High School,Good,4,Yes,38.26
S1430,21,Male,3.04,2.92,3.41,No,94.46,4.92,Poor,-1,Bachelor,Average,4,Yes,50.68
S1968,17,Female,2.78,3.25,0.73,No,78.78,5.43,Good,4,High School,Average,1,No,53.34
S1308,25,Male,3.1,3.38,3.38,No,90.58,8.04,Fair,3,Master,Good,1,Yes,50.0
S1136,16,Female,1.04,2.91,4.42,No,90.74,5.34,Good,6,Bachelor,Good,6,No,40.15
S1201,17,Male,2.89,1.71,0.79,No,85.06,4.98,Fair,5,High School,Good,2,No,56.36
S1435,19,Male,1.98,2.52,1.25,No,89.49,5.93,Good,2,High School,Average,1,Yes,48.7
S1312,20,Male,1.07,1.96,1.58,No,81.48,5.27,Good,0,Master,Average,5,No,36.3
S1116,19,Male,2.77,3.87,1.34,No,95.23,6.76,Good,4,None,Average,1,Yes,51.4
S1665,18,Female,1.53,3.73,2.22,No,99.18,5.49,Good,1,High School,Average,6,No,38.85
S1936,21,Male,2.49,4.14,1.4,No,66.21,4.29,Good,1,Bachelor,Average,3,Yes,43.51
S1802,18,Male,2.02,4.27,3.65,No,82.24,6.31,Fair,2,None,Good,8,No,50.23
S1574,21,Other,3.45,3.18,2.78,No,73.21,8.03,Poor,2,Bachelor,Average,3,No,59.38
S1243,20,Female,2.62,1.75,2.46,No,84.65,6.2,Fair,-2,Bachelor,Average,6,No,49.26
S1536,21,Male,0.72,1.86,2.05,No,79.36,8.9,Good,5,Bachelor,Good,4,Yes,36.12
S1601,23,Other,2.59,2.95,2.69,No,75.25,8.11,Fair,1,High School,Good,4,Yes,46.0
S1074,22,Female,2.23,2.57,1.33,No,77.05,6.0,Fair,-1,None,Good,3,No,40.57
S1805,20,Female,4.65,2.13,2.05,No,92.57,8.03,Fair,2,Bachelor,Average,-1,Yes,63.23
S1385,18,Male,1.0,2.28,2.72,No,63.56,6.84,Poor,5,Bachelor,Poor,4,No,41.18
S1902,20,Male,2.52,3.64,0.97,No,82.35,6.87,Fair,0,Master,Good,3,No,44.37
S1209,21,Female,1.15,2.19,2.41,No,80.23,6.24,Poor,5,High School,Average,6,Yes,46.17
S1474,19,Male,2.85,2.93,1.64,Yes,73.26,5.14,Fair,4,Bachelor,Good,7,No,59.99
S1417,23,Female,3.06,5.13,0.69,No,75.75,7.34,Fair,2,Bachelor,Average,4,Yes,57.09
S1346,16,Male,3.89,2.35,2.16,Yes,83.82,5.61,Poor,1,High School,Good,4,Yes,61.56
S1528,17,Male,1.93,5.19,3.74,No,82.68,7.11,Fair,2,High School,Average,7,Yes,39.23
S1639,18,Female,2.41,3.64,0.87,No,72.45,6.97,Poor,3,High School,Good,-1,No,44.33
S1938,24,Male,1.52,4.21,2.63,No,100.0,8.13,Fair,1,High School,Poor,4,No,41.06
S1954,19,Male,3.72,2.98,0.69,No,77.99,5.08,Good,-4,Master,Good,1,Yes,50.25
S1875,19,Female,3.99,1.81,1.43,No,88.17,7.79,Poor,0,High School,Good,2,No,59.62
S1762,24,Male,0.0,0.85,2.95,No,82.04,6.17,Fair,2,High School,Poor,7,No,29.5
S1178,22,Other,0.19,0.28,2.33,Yes,65.15,5.42,Poor,1,None,Good,3,No,26.09
S1181,22,Male,0.39,1.94,4.45,Yes,92.8,6.1,Good,5,Bachelor,Average,8,No,48.32
S1663,17,Female,3.59,2.33,3.23,No,91.19,4.5,Fair,3,High School,Good,-2,No,45.71
S1024,20,Female,1.67,2.83,1.49,Yes,85.65,5.41,Fair,3,Bachelor,Average,2,No,35.43
S1966,22,Other,3.37,1.0,0.49,No,81.98,5.09,Poor,2,High School,Good,0,Yes,68.84
S1179,24,Female,2.49,2.84,1.81,No,72.65,10.0,Good,-3,High School,Average,2,No,47.56
S1709,17,Other,2.04,2.54,2.62,No,82.38,7.66,Poor,3,High School,Good,4,Yes,52.3
S1500,19,Male,3.88,3.38,1.2,No,87.94,5.53,Fair,1,Bachelor,Good,2,No,70.04
S1855,22,Female,1.69,1.81,3.57,No,90.68,6.64,Fair,1,High School,Good,7,No,43.59
S1160,18,Male,2.37,2.61,0.7,No,88.14,5.81,Fair,2,Master,Average,2,No,53.75
S1176,23,Male,1.84,4.2,2.61,No,100.0,8.79,Good,4,High School,Average,5,Yes,53.44
S1284,19,Male,1.58,2.7,0.94,No,97.26,6.14,Fair,6,Bachelor,Good,8,No,55.47
S1062,25,Male,3.72,3.53,2.31,Yes,71.51,7.53,Good,0,High School,Good,4,No,64.31
S1661,23,Male,2.83,2.28,1.95,No,79.93,7.13,Good,6,Bachelor,Poor,0,No,58.01
S1665,18,Female,0.2,3.47,1.48,No,85.89,7.94,Good,3,High School,Average,3,No,23.14
S1155,19,Male,1.91,2.48,2.87,No,79.09,6.35,Fair,4,High School,Good,7,No,39.13
S1881,20,Male,0.97,3.0,2.86,Yes,92.97,8.85,Fair,2,Master,Average,7,No,48.85
S1468,22,Female,1.17,4.65,4.23,No,90.43,9.08,Good,2,Bachelor,Good,5,Yes,39.41
S1048,23,Female,2.91,1.65,0.63,No,66.39,5.73,Fair,1,Bachelor,Good,-1,No,49.62
S1966,21,Other,2.64,2.8,1.89,No,73.2,4.85,Poor,1,High School,Good,2,Yes,43.67
S1848,20,Other,2.6,2.77,1.72,No,76.09,6.69,Fair,2,High School,Poor,5,No,53.39
S1083,18,Male,0.53,4.37,2.07,No,78.0,7.7,Poor,3,High School,Good,3,Yes,32.14
S1360,22,Female,0.66,4.22,2.2,Yes,83.23,6.86,Good,2,High School,Good,5,No,26.51
S1688,18,Male,2.53,4.45,1.96,No,90.54,8.25,Good,5,High School,Poor,0,No,54.59
S1147,19,Female,0.12,2.4,4.0,No,73.59,6.28,Fair,5,Bachelor,Poor,5,Yes,32.57
S1629,20,Male,1.74,3.74,2.23,Yes,78.28,7.91,Fair,3,High School,Good,2,No,39.08
S1341,20,Female,1.68,2.68,0.97,No,76.83,6.34,Fair,5,High School,Average,4,No,51.04
S1475,22,Male,3.38,3.16,2.47,No,72.46,5.5,Good,-2,Bachelor,Good,5,Yes,51.27
S1062,21,Male,2.17,3.47,1.77,Yes,84.68,6.53,Good,1,High School,Good,2,No,46.02
S1700,17,Female,0.79,2.17,2.24,No,74.97,6.42,Poor,4,Bachelor,Poor,7,Yes,46.46
S1359,19,Male,1.94,3.11,3.11,No,87.06,7.29,Good,2,Bachelor,Good,6,Yes,54.04
S1560,19,Female,3.23,2.74,1.32,Yes,78.67,4.85,Fair,1,High School,Good,7,No,51.32
S1326,21,Male,2.46,3.35,0.98,No,98.15,7.46,Fair,4,Bachelor,Good,2,No,53.45
S1768,24,Female,2.37,1.89,3.34,No,88.04,7.32,Fair,3,High School,Poor,4,No,50.56
S1735,20,Male,0.0,2.97,4.6,Yes,100.0,9.07,Fair,4,High School,Good,11,No,44.03
S1140,23,Male,1.9,3.08,2.54,No,84.93,6.48,Good,3,High School,Good,-1,No,37.39
S1989,22,Male,0.0,1.41,2.34,Yes,82.76,5.0,Fair,2,High School,Average,11,No,30.86
S1214,21,Male,1.69,4.75,2.28,No,90.36,6.84,Fair,2,None,Average,4,No,47.73
S1434,21,Male,0.77,2.61,1.44,No,86.7,7.42,Fair,6,High School,Good,6,No,48.64
S1890,22,Male,2.64,2.7,2.27,Yes,84.28,6.14,Fair,3,High School,Average,3,No,50.6
S1951,15,Female,1.44,2.06,1.6,No,85.94,5.37,Good,5,Bachelor,Poor,2,No,48.61
S1722,22,Male,1.72,3.3,0.73,No,74.47,8.16,Good,2,Bachelor,Good,4,No,44.85
S1317,21,Male,1.01,1.68,1.57,No,58.97,5.48,Good,4,High School,Average,0,Yes,33.28
S1031,20,Other,2.7,1.11,0.86,Yes,82.06,5.7,Fair,1,Bachelor,Average,5,Yes,57.12
S1669,18,Male,2.09,2.13,1.28,No,84.26,7.66,Good,2,Bachelor,Good,3,No,46.13
S1284,18,Male,0.5,1.82,1.59,No,86.79,6.17,Fair,5,Bachelor,Good,7,No,42.72
S1304,21,Male,0.13,3.45,1.07,No,85.59,8.16,Good,5,Bachelor,Average,5,No,37.59
S1428,21,Female,1.86,1.31,0.96,No,85.7,6.44,Good,-1,High School,Average,6,No,55.4
S1476,21,Female,2.72,5.23,1.22,No,95.56,7.14,Good,1,Master,Good,1,Yes,48.06
S1285,18,Female,1.46,2.18,0.96,Yes,88.36,6.96,Poor,4,None,Poor,4,Yes,47.57
S1143,26,Male,0.59,2.32,2.29,No,94.33,9.34,Fair,4,None,Good,4,No,45.83
S1423,19,Female,0.95,3.89,0.63,No,82.07,6.59,Good,4,High School,Poor,5,No,42.7
S1018,20,Other,4.34,4.06,1.52,Yes,69.77,4.46,Good,-1,High School,Good,5,No,58.9
S1017,25,Female,2.28,3.7,1.45,No,83.24,10.0,Poor,1,High School,Average,6,Yes,47.1
S1768,20,Female,0.87,2.53,3.29,No,88.78,5.26,Fair,3,High School,Poor,7,No,39.4
S1589,18,Male,1.86,0.66,1.44,No,70.98,5.69,Poor,0,Bachelor,Good,0,No,34.52
S1370,18,Male,2.2,4.31,1.59,Yes,86.84,6.83,Fair,2,High School,Average,8,Yes,53.93
S1174,21,Male,0.75,2.4,2.51,Yes,89.44,6.58,Good,2,High School,Poor,10,No,42.79
S1193,23,Male,2.73,4.36,2.08,No,81.37,7.82,Good,0,Master,Good,4,No,52.46
S1501,20,Female,2.77,3.79,0.19,No,88.75,6.02,Good,5,Bachelor,Poor,6,No,65.97
S1987,22,Female,1.86,2.47,1.81,Yes,92.36,7.73,Fair,5,High School,Average,1,No,42.24
S1112,22,Female,2.09,3.28,1.09,No,93.44,8.43,Fair,4,Bachelor,Poor,4,Yes,55.23
S1113,21,Male,0.0,3.07,0.75,No,65.15,6.43,Fair,0,Bachelor,Average,5,No,18.4
S1221,16,Male,2.4,2.29,1.23,No,94.19,6.52,Poor,5,High School,Good,3,Yes,65.74
S1677,23,Male,1.38,2.01,2.94,No,100.0,7.63,Good,1,None,Good,4,No,43.62
S1946,23,Female,2.87,3.23,2.3,No,93.1,6.71,Fair,4,Bachelor,Good,-1,Yes,47.64
S1830,16,Female,3.48,2.12,2.22,No,73.34,5.7,Good,1,Bachelor,Good,5,No,65.03
S1643,17,Female,2.23,1.62,1.99,No,60.37,5.5,Fair,2,High School,Good,3,No,52.51
S1896,19,Male,1.3,2.97,1.18,Yes,88.15,4.5,Good,4,High School,Average,4,No,38.59
S1263,21,Female,2.41,3.26,1.81,Yes,79.06,6.46,Poor,2,Bachelor,Average,4,No,46.97
S1924,18,Other,2.22,1.19,3.22,Yes,82.26,3.9,Poor,2,Bachelor,Average,9,Yes,56.57
S1054,19,Female,3.65,3.49,2.04,Yes,79.29,6.01,Fair,0,High School,Good,1,No,54.08
S1870,22,Other,3.06,3.49,0.36,Yes,81.35,5.24,Good,4,High School,Good,3,No,52.68
S1642,20,Female,3.03,1.12,2.4,No,73.3,7.41,Fair,6,High School,Good,1,Yes,58.53
S1799,18,Female,1.47,6.04,0.0,No,83.66,8.89,Good,3,Bachelor,Average,3,Yes,45.68
S1777,20,Other,2.15,5.03,1.98,Yes,81.46,7.17,Poor,4,High School,Good,1,Yes,50.21
S1457,18,Male,4.8,5.05,1.61,No,79.21,6.45,Good,2,High School,Good,2,No,65.06
S1978,27,Female,2.14,3.08,3.04,No,100.0,7.15,Fair,3,Bachelor,Good,6,Yes,48.78
S1877,23,Female,3.1,1.49,0.17,No,76.83,7.32,Good,1,High School,Average,-3,No,48.51
S1161,21,Other,1.16,2.17,5.0,No,70.38,5.88,Good,2,High School,Average,3,No,28.23
S1379,24,Male,1.45,3.44,1.62,No,88.53,5.58,Good,1,High School,Average,4,No,43.08
S1992,26,Male,1.55,3.3,3.63,No,100.0,7.41,Fair,2,Bachelor,Poor,2,No,33.09
S1086,18,Male,3.71,3.86,0.02,No,70.82,4.56,Good,3,Bachelor,Poor,2,No,55.66
S1054,19,Female,1.8,3.69,1.32,Yes,88.4,6.95,Fair,2,High School,Good,3,No,38.48
S1475,18,Male,0.8,1.54,1.02,No,83.24,6.94,Good,0,Bachelor,Good,2,Yes,31.09
S1799,20,Female,0.0,3.8,3.84,No,95.54,8.53,Good,3,Bachelor,Average,7,Yes,35.23
S1177,18,Male,3.18,2.42,2.61,No,93.91,7.94,Fair,-1,Master,Average,4,Yes,54.39
S1390,21,Female,2.74,2.89,2.06,Yes,83.01,6.08,Good,4,High School,Good,6,No,55.94
S1348,22,Female,4.44,3.5,3.62,No,84.95,5.78,Poor,2,Bachelor,Average,2,No,64.72
S1007,21,Female,1.78,2.36,1.49,Yes,84.7,7.28,Fair,4,Bachelor,Average,4,No,52.56
S1832,21,Male,1.24,2.63,1.69,Yes,73.08,6.85,Fair,1,High School,Average,2,Yes,39.61
S1312,20,Male,1.09,1.99,1.31,No,82.33,6.86,Good,2,Master,Average,2,No,39.34
S1758,23,Male,2.41,1.66,3.78,No,82.69,4.72,Fair,2,High School,Good,2,Yes,39.93
S1834,21,Other,2.08,5.13,3.29,Yes,70.26,6.17,Fair,3,High School,Poor,5,Yes,43.92
S1983,19,Male,3.93,1.85,1.32,No,80.42,5.14,Poor,5,Master,Average,3,No,66.55
S1982,19,Female,1.73,1.34,2.86,Yes,97.5,7.48,Fair,4,High School,Good,5,No,53.15
S1442,23,Female,1.44,3.28,2.37,No,91.35,5.3,Poor,4,None,Average,6,No,41.75
S1766,21,Male,3.95,3.94,1.85,No,69.81,7.94,Poor,1,None,Average,0,No,56.86
S1327,18,Male,1.74,3.15,0.12,No,58.62,5.39,Fair,1,High School,Poor,4,No,31.96
S1053,16,Female,2.3,1.84,3.31,No,67.03,6.85,Good,3,Bachelor,Good,4,Yes,55.97
S1760,21,Male,1.22,1.49,3.97,Yes,84.28,6.31,Good,3,None,Average,5,Yes,36.84
S1238,21,Male,0.55,2.67,2.6,No,80.53,6.14,Fair,4,Bachelor,Poor,9,Yes,33.8
S1228,19,Male,0.16,4.08,3.29,No,93.5,6.08,Fair,3,High School,Average,2,Yes,24.23
S1578,23,Male,3.55,3.68,1.71,Yes,78.56,5.38,Fair,6,High School,Average,1,No,58.74
S1050,23,Female,1.74,3.31,2.41,No,100.0,7.02,Fair,0,Master,Good,5,Yes,39.8
S1608,27,Female,1.85,3.78,3.46,No,98.85,5.81,Fair,0,Bachelor,Good,7,Yes,45.62
S1603,23,Female,0.09,2.35,2.33,No,84.83,9.59,Fair,1,None,Average,-3,No,18.4
S1263,27,Female,2.67,2.27,2.24,Yes,99.35,7.88,Poor,4,Bachelor,Average,3,No,62.9
S1417,21,Female,2.49,2.82,0.46,No,81.43,6.48,Fair,2,Bachelor,Average,5,Yes,48.54
S1802,21,Male,2.53,3.91,1.39,No,86.53,7.31,Fair,-1,None,Good,6,No,58.89
S1095,24,Male,0.91,4.22,1.44,No,67.35,8.88,Good,3,High School,Good,6,No,49.92
S1087,20,Male,3.17,3.89,1.12,No,90.5,6.53,Fair,4,Master,Average,4,Yes,62.44
S1077,19,Female,2.5,0.0,1.03,No,80.29,6.45,Fair,2,Bachelor,Poor,2,No,60.41
S1287,22,Male,0.11,2.99,0.31,No,84.69,7.61,Good,7,High School,Poor,4,Yes,40.17
S1119,22,Female,3.64,0.32,0.84,Yes,88.55,6.84,Fair,2,High School,Average,-2,No,59.4
S1813,22,Female,0.92,2.91,1.47,No,81.93,6.24,Poor,4,High School,Average,5,No,35.82
S1490,21,Female,0.72,2.85,2.51,No,81.59,5.94,Good,3,Master,Good,4,Yes,22.79
S1911,19,Male,1.91,2.57,2.75,No,83.46,5.84,Fair,2,None,Good,2,No,41.71
S1451,17,Female,2.32,3.71,0.17,No,100.0,5.66,Poor,3,Master,Poor,6,No,54.58
S1499,23,Male,0.98,3.03,2.89,Yes,86.78,7.56,Poor,1,Bachelor,Poor,2,No,42.3
S1164,20,Male,2.75,2.52,0.13,No,81.86,7.55,Poor,3,High School,Average,2,Yes,59.26
S1181,20,Male,3.22,3.17,2.35,Yes,86.42,4.76,Good,1,Bachelor,Average,4,No,53.42
S1468,18,Female,1.57,4.51,0.75,No,83.33,5.63,Good,1,Bachelor,Good,1,Yes,37.9
S1909,18,Female,3.06,3.23,1.18,No,82.81,4.81,Fair,2,Bachelor,Average,2,No,53.23
S1734,21,Female,2.64,2.26,0.0,No,78.65,8.19,Poor,2,Bachelor,Good,2,No,56.61
S1822,22,Female,1.5,0.41,2.5,No,100.0,5.45,Poor,2,Bachelor,Good,1,No,42.36
S1943,23,Male,2.08,3.5,3.19,No,100.0,6.12,Good,3,High School,Poor,1,No,48.32
S1977,18,Female,3.41,2.06,1.34,Yes,75.41,6.1,Good,4,High School,Average,2,Yes,57.31
S1006,19,Female,1.03,1.91,1.45,Yes,75.29,7.21,Good,4,Master,Poor,2,No,46.95
S1329,21,Male,2.45,3.9,1.01,No,84.02,7.74,Fair,2,Bachelor,Average,2,No,52.18
S1774,19,Female,2.97,3.02,2.06,Yes,94.72,5.73,Fair,1,Bachelor,Average,8,No,61.05
S1672,23,Female,2.42,4.68,3.43,No,77.25,7.95,Fair,2,Bachelor,Good,4,No,39.45
S1150,21,Male,1.68,3.35,3.9,Yes,78.17,5.81,Good,2,Bachelor,Average,3,No,23.97
S1084,23,Female,2.78,4.04,2.8,No,78.11,8.03,Fair,3,Bachelor,Average,3,No,52.41
S1146,22,Female,0.0,1.13,0.44,No,68.33,6.25,Poor,2,Bachelor,Good,3,No,29.47
S1623,17,Female,3.42,3.41,0.88,No,85.29,3.48,Good,1,Master,Good,5,No,55.23
S1380,16,Male,3.84,3.62,2.9,No,86.9,7.71,Good,3,Bachelor,Average,3,No,67.34
S1914,19,Female,2.55,0.0,2.11,Yes,77.55,9.21,Good,0,Bachelor,Poor,2,No,67.61
S1547,16,Male,1.23,4.89,1.05,No,70.28,7.63,Fair,7,High School,Good,5,No,41.28
S1284,15,Male,1.91,0.36,1.49,No,89.09,4.95,Fair,4,Bachelor,Good,8,No,50.87
S1699,20,Male,2.45,3.73,2.66,No,89.49,5.59,Fair,3,Bachelor,Average,4,No,45.44
S1081,21,Other,2.69,2.34,0.86,No,75.45,7.48,Good,2,High School,Poor,1,No,49.82
S1513,21,Male,0.83,1.91,3.69,Yes,74.22,7.42,Good,6,High School,Good,2,No,40.58
S1896,23,Male,3.72,2.36,1.02,Yes,78.16,3.75,Good,1,High School,Average,2,No,47.6
S1814,17,Male,1.53,2.26,1.71,No,82.76,7.48,Fair,0,High School,Average,6,No,53.45
S1708,23,Male,1.8,2.59,0.52,No,92.2,6.56,Good,1,None,Poor,4,No,46.19
S1915,23,Female,1.18,1.31,1.69,No,89.37,6.34,Fair,5,High School,Average,5,No,41.75
S1522,23,Female,1.86,2.64,2.72,No,85.01,7.55,Fair,1,High School,Good,3,Yes,48.69
S1745,23,Female,1.92,2.68,3.93,No,80.07,5.25,Good,1,Master,Average,3,No,34.94
S1385,23,Male,0.72,3.24,1.43,No,73.51,6.76,Poor,5,Bachelor,Poor,5,No,43.9
S1706,19,Female,3.6,4.33,2.3,No,78.49,6.99,Poor,5,Master,Average,2,No,52.96
S1470,21,Female,1.71,2.24,4.22,No,87.69,8.38,Fair,4,High School,Good,7,No,49.32
S1118,19,Female,3.97,4.26,2.88,No,59.83,6.18,Poor,4,Bachelor,Good,4,Yes,50.8
S1395,22,Male,2.27,4.63,2.38,No,73.15,7.29,Fair,4,High School,Good,3,No,43.56
S1531,21,Female,0.53,1.83,2.01,No,78.11,6.27,Good,2,None,Good,5,Yes,35.07
S1260,21,Male,1.91,1.27,1.32,No,76.09,7.0,Fair,1,High School,Average,5,No,53.67
S1804,17,Female,1.62,2.08,2.17,Yes,82.98,7.33,Good,1,High School,Average,7,Yes,44.27
S1933,21,Female,0.89,2.97,1.51,No,77.59,6.17,Good,7,High School,Average,6,No,39.41
S1255,16,Female,1.92,4.12,3.41,No,88.33,7.73,Good,5,High School,Average,7,No,51.04
S1733,21,Male,2.75,2.0,0.81,No,79.71,7.08,Fair,2,Bachelor,Good,5,No,59.31
S1904,23,Female,2.4,2.59,1.54,Yes,77.87,9.38,Poor,2,High School,Poor,3,Yes,48.27
S1225,21,Female,1.49,4.09,1.9,No,80.47,6.32,Good,4,Master,Average,3,Yes,42.87
S1052,20,Female,3.41,4.81,2.69,No,100.0,7.25,Fair,5,High School,Average,6,No,64.87
S1939,21,Female,0.79,3.08,2.51,No,95.27,5.8,Good,4,None,Good,5,No,33.43
S1866,18,Female,2.7,1.87,2.25,No,92.46,4.97,Fair,2,Bachelor,Good,4,Yes,45.39
S1499,23,Male,0.0,3.91,2.94,Yes,82.3,5.52,Poor,5,Bachelor,Poor,6,No,29.38
S1505,20,Female,0.88,1.93,4.33,No,79.15,7.6,Fair,5,None,Average,2,Yes,35.03
S1853,20,Female,5.26,3.85,1.14,No,83.88,5.33,Good,1,Master,Good,6,Yes,89.71
S1363,20,Male,4.25,0.55,1.99,No,84.81,7.29,Fair,0,Master,Poor,7,No,89.73
S1279,18,Female,5.76,1.47,2.97,No,85.97,6.0,Poor,3,High School,Good,0,No,74.67
S1592,20,Female,4.27,2.55,2.87,Yes,71.6,6.91,Fair,2,Master,Average,7,No,71.98
S1713,15,Female,3.84,2.51,2.81,Yes,83.83,6.73,Fair,2,Bachelor,Good,3,No,72.31
S1157,23,Male,4.23,1.42,2.05,No,80.28,5.6,Poor,4,Bachelor,Poor,3,No,72.59
S1631,25,Female,4.63,3.88,1.85,No,72.62,7.88,Fair,8,Master,Good,7,No,87.84
S1058,20,Female,3.59,3.98,2.68,No,73.64,8.08,Poor,1,Master,Average,7,Yes,69.62
S1726,20,Male,4.25,2.37,2.25,Yes,77.86,6.25,Fair,6,Bachelor,Poor,4,Yes,78.92
S1127,24,Female,3.28,0.12,0.94,No,83.72,6.69,Good,4,Bachelor,Good,6,No,76.97
